Journal Name,Category & Journal Quartiles
JOURNAL OF CULTURAL HERITAGE,Q3
ESTUARINE COASTAL AND SHELF SCIENCE,Q1
International Journal of Environmental Research,Q3
AUSTRALIAN JOURNAL OF MANAGEMENT,Q3
JMIR Medical Informatics,Q3
PERSONNEL REVIEW,Q2
Journal of Psychosomatic Obstetrics &,Q2
Gynecology,Q2
CURRENT ANTHROPOLOGY,Q1
CANADIAN JOURNAL OF MICROBIOLOGY,Q3
Perspectives on Behavior Science,Q3
THEORY AND SOCIETY,Q1
Journal of Perinatology,Q2
British Food Journal,Q2
MAMMALIAN GENOME,Q3
Brain Imaging and Behavior,Q2
Thoracic Cancer,Q3
Discovery Medicine,Q3
ACTA TROPICA,Q2
RENAL FAILURE,Q2
Sociology of Race and Ethnicity,Q1
JOURNAL OF NEUROIMMUNOLOGY,Q3
Food & Nutrition Research,Q3
IEEE TRANSACTIONS ON ELECTRON,Q2
DEVICES,Q2
Endocrine Connections,Q3
International Journal of Polymeric Materials and Polymeric Biomaterials,Q2
SUPERLATTICES AND MICROSTRUCTURES,Q2
JOURNAL OF ANALYTICAL TOXICOLOGY,Q2
JOURNAL OF DIABETES AND ITS COMPLICATIONS,Q3
BMJ Sexual & Reproductive Health,Q1
PSYCHOTHERAPY,Q3
Global Heart,Q3
"COMPUTERS & MATHEMATICS WITH
APPLICATIONS",Q1
CURRENT OPINION IN HEMATOLOGY,Q3
"Therapeutic Advances in Drug Safety Journal of Cardiovascular Translational
Research",Q3
Saudi Journal of Gastroenterology,Q3
PROCEEDINGS OF THE ROYAL SOCIETY A- MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES,Q2
Frontiers in Integrative Neuroscience,Q2
POLYMER INTERNATIONAL,Q2
SEMINARS IN NEUROLOGY,Q3
JOURNAL OF CONFLICT RESOLUTION,Q1
AMERICAN JOURNAL OF PHYSIOLOGY- REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,Q2
ChemPlusChem,Q3
Regenerative Medicine,Q3
"LIBRARY & INFORMATION SCIENCE
RESEARCH",Q2
"JOURNAL OF SOIL AND WATER
CONSERVATION",Q2
JOURNAL OF CHEMICAL EDUCATION,Q2
Integrative Organismal Biology,Q1
"JOURNAL OF REPRODUCTIVE AND INFANT
PSYCHOLOGY",Q2
Applied Biological Chemistry IEEE TRANSACTIONS ON NANOBIOSCIENCE,Q3
International Journal of Green Energy,Q2
"INTERNATIONAL JOURNAL OF
DERMATOLOGY",Q2
NUTRITION IN CLINICAL PRACTICE,Q3
JOURNAL OF HIGHER EDUCATION,Q2
FITOTERAPIA,Q3
"JOURNAL OF THE ATMOSPHERIC
SCIENCES",Q3
DRUGS IN R&D,Q3
Regulation & Governance,Q1
Psychiatry Investigation,Q3
IEEE SIGNAL PROCESSING LETTERS,Q2
Geomechanics and Engineering,Q2
MEDICINA CLINICA,Q2
SOFTWARE-PRACTICE & EXPERIENCE,Q2
Police Quarterly,Q1
JOURNAL OF FOOD QUALITY,Q3
Education for Chemical Engineers,Q2
"Journal of Consumer Behaviour
SCANDINAVIAN JOURNAL OF PUBLIC",Q3
HEALTH,Q3
MELANOMA RESEARCH,Q2
PHYSICAL REVIEW C,Q2
"CLINICAL PSYCHOLOGY &
PSYCHOTHERAPY",Q3
Journal of Gastric Cancer,Q3
NEUROSCIENCE LETTERS,Q3
Journal of Attention Disorders,Q2
Archives of Cardiovascular Diseases,Q3
Diagnostic Pathology,Q3
JOURNAL OF MEDICAL MICROBIOLOGY EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY,Q3
"NAUNYN-SCHMIEDEBERGS ARCHIVES OF
PHARMACOLOGY",Q3
Journalism,Q2
"International Journal of Gastronomy and
Food Science",Q3
Journal of Natural Medicines,Q3
"BSGF-Earth Sciences Bulletin JOURNAL OF CRANIO-MAXILLOFACIAL
SURGERY",Q2
"REJUVENATION RESEARCH
International Journal of Concrete",Q3
"Structures and Materials
ANALYTICAL BIOCHEMISTRY",Q3
JOURNAL OF COMPOSITE MATERIALS,Q3
Journal of Geriatric Physical Therapy,Q2
"JOURNAL OF THERMAL BIOLOGY MUTATION RESEARCH-GENETIC
TOXICOLOGY AND ENVIRONMENTAL",Q1
MUTAGENESIS,Q3
"Clinics and Research in Hepatology and
Gastroenterology",Q3
BMC NURSING,Q1
Journal of Industrial Relations,Q2
Journal of Geriatric Cardiology,Q3
ARCHIVES OF PHYSIOLOGY AND,Q2
BIOCHEMISTRY,Q3
Minerva Gastroenterology,Q3
PROTOPLASMA,Q2
FORESTRY,Q1
ZOOLOGICA SCRIPTA JOURNAL OF BIOSCIENCE AND BIOENGINEERING,Q1
Communication & Sport,Q2
"Leadership
IEEE TRANSACTIONS ON COMPUTERS",Q3
INFORMATION SYSTEMS,Q3
"JOURNAL OF CLINICAL BIOCHEMISTRY
AND NUTRITION",Q3
IEEE ANTENNAS AND PROPAGATION MAGAZINE,Q2
MEDICAL CARE,Q2
Integrative Biology,Q4
Journal of Intelligence,Q2
"JOURNAL OF VETERINARY INTERNAL
MEDICINE",Q1
"JOURNAL OF CLINICAL
GASTROENTEROLOGY",Q4
CHINA JOURNAL,Q1
JOURNAL OF PHYCOLOGY,Q1
Advances in Marine Biology,Q1
Parkinsons Disease,Q3
Fishes,Q1
China Communications,Q2
AEU-INTERNATIONAL JOURNAL OF ELECTRONICS AND COMMUNICATIONS,Q2
European Journal of Remote Sensing,Q3
ANNALS OF MICROBIOLOGY,Q3
Ecology and Evolution,Q2
Cross Cultural & Strategic Management,Q3
Maritime Policy & Management,Q3
Ecohydrology,Q2
Toxin Reviews,Q3
KOREAN JOURNAL OF INTERNAL MEDICINE,Q2
Politics & Gender,Q1
BEHAVIORAL DISORDERS,Q1
Assessing Writing,Q1
"LIMNOLOGY AND OCEANOGRAPHY-
METHODS",Q1
"JOURNAL OF INTERNATIONAL ECONOMIC
LAW",Q1
Healthcare,Q2
NATURAL HAZARDS,Q2
Zoological Letters,Q1
VETERINARY PATHOLOGY,Q1
Clinical Neuroradiology,Q3
JOURNAL OF MOLECULAR HISTOLOGY,Q4
Animal Biotelemetry,Q1
Endangered Species Research,Q2
REAL ESTATE ECONOMICS,Q2
Energy & Environment,Q3
Brain Tumor Pathology,Q3
PALEOBIOLOGY,Q1
NEUROPEPTIDES,Q3
CORNEA,Q2
IMMUNOBIOLOGY,Q4
"IMMUNOLOGY AND ALLERGY CLINICS OF
NORTH AMERICA",Q3
"Eye & Contact Lens-Science and Clinical
Practice",Q2
"JOURNAL OF SYSTEMATIC
PALAEONTOLOGY",Q1
"JOURNAL OF POLYMER SCIENCE PART B-
POLYMER PHYSICS",Q2
"MUTATION RESEARCH-FUNDAMENTAL
AND MOLECULAR MECHANISMS OF",Q3
MUTAGENESIS,Q3
Electronic Materials Letters,Q3
HYDROGEOLOGY JOURNAL,Q2
JOURNAL OF PLANT BIOLOGY,Q2
Respiratory Medicine and Research,Q3
HEART & LUNG,Q1
"Journal of Hepato-Biliary-Pancreatic
Sciences",Q2
"INTERNATIONAL JOURNAL OF CLINICAL
PRACTICE",Q2
Aquaculture Environment Interactions,Q1
Inorganics,Q2
"DEVELOPMENTAL BIOLOGY
JOURNAL OF NEUROPATHOLOGY AND EXPERIMENTAL NEUROLOGY",Q2
SCANDINAVIAN JOURNAL OF PRIMARY,Q2
"HEALTH CARE
KOREAN JOURNAL OF CHEMICAL ENGINEERING",Q2
TRANSGENIC RESEARCH,Q3
NEURAL PLASTICITY,Q3
Journal of Applied Oral Science,Q2
Clinical and Experimental Optometry,Q2
Teachers and Teaching,Q2
Frontiers of Hormone Research,Q3
"Journal of Integrative Environmental
Sciences",Q3
INTERNATIONAL JOURNAL OF PLANT SCIENCES,Q2
PREPARATIVE BIOCHEMISTRY &,Q3
BIOTECHNOLOGY,Q3
"EUROPEAN JOURNAL OF FOREST
RESEARCH",Q1
"BULLETIN OF THE SEISMOLOGICAL
SOCIETY OF AMERICA",Q2
"JOURNAL OF EXPERIMENTAL
PSYCHOLOGY-LEARNING MEMORY AND",Q2
COGNITION,Q2
Swiss Journal of Geosciences,Q2
Insects,Q1
AMERICAN ANTHROPOLOGIST,Q1
International Journal of Transgender,Q3
Health,Q3
AoB Plants,Q2
Archives of Iranian Medicine,Q2
Systematic Reviews,Q2
North American Journal of Economics and Finance,Q2
Environmental Policy and Governance,Q3
American Health and Drug Benefits,Q2
POLYMER JOURNAL,Q2
Food Science of Animal Resources,Q3
"JOURNAL OF OCCUPATIONAL
REHABILITATION",Q1
Energy Efficiency,Q3
RESEARCH ON CHEMICAL INTERMEDIATES,Q3
AMERICAN JOURNAL OF CARDIOLOGY,Q3
HEALTH,Q2
International Health,Q2
EUROPEAN PHYSICAL JOURNAL A,Q2
EUROPEAN JOURNAL OF ORTHODONTICS,Q2
Therapeutic Advances in Urology,Q2
MAGNETIC RESONANCE IMAGING,Q3
Oral and Maxillofacial Surgery Clinics of North America,Q2
Cell Journal,Q4
INVENTIONES MATHEMATICAE,Q1
Journal of Contemporary China,Q1
AMERICAN JOURNAL OF SURGERY,Q2
JOURNAL OF ENGINEERING MECHANICS,Q2
Advances in Parasitology,Q2
THEORY INTO PRACTICE,Q2
"JOURNAL OF CLINICAL LABORATORY
ANALYSIS",Q2
European Political Science Review,Q2
"Mediterranean Journal of Hematology
and Infectious Diseases",Q3
AUSTRALIAN FORESTRY,Q1
Clinical Genitourinary Cancer,Q2
"ADMINISTRATION & SOCIETY
Computational Intelligence and Neuroscience",Q2
"Physica Medica-European Journal of
Medical Physics",Q3
JOURNAL OF CHEMICAL AND,Q2
"ENGINEERING DATA
Environmental Earth Sciences",Q3
CALIFORNIA LAW REVIEW,Q1
"CURRENT PROTEIN & PEPTIDE SCIENCE
GM Crops & Food-Biotechnology in Agriculture and the Food Chain",Q3
"JOURNAL OF CLINICAL
PSYCHOPHARMACOLOGY",Q3
,Q2
THERAPEUTIC DRUG MONITORING,Q3
INORGANICA CHIMICA ACTA,Q2
"ANNALES D ENDOCRINOLOGIE
PUBLIC HEALTH REPORTS",Q3
Educational Psychology,Q2
JOURNAL OF HEAD TRAUMA REHABILITATION,Q1
Mathematical Modelling of Natural,Q1
Phenomena,Q2
Carbon Letters,Q3
"JOURNAL OF FOOD SCIENCE AND
TECHNOLOGY-MYSORE",Q3
Cartilage,Q2
Asian Journal of Organic Chemistry,Q2
Computational Particle Mechanics,Q1
Frontiers in Bioscience-Landmark,Q3
Chronic Respiratory Disease,Q3
Journal of Visceral Surgery,Q2
JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY,Q2
BMC Palliative Care,Q2
"JOURNAL OF NON-NEWTONIAN FLUID
MECHANICS",Q2
BEHAVIOURAL NEUROLOGY,Q3
JOURNAL OF GEOPHYSICAL RESEARCH- SPACE PHYSICS,Q2
SOUTH AFRICAN JOURNAL OF BOTANY,Q2
"Oncology Letters
BIOLOGICAL PSYCHOLOGY",Q3
MycoKeys,Q3
AUSTRALIAN JOURNAL OF AGRICULTURAL AND RESOURCE ECONOMICS,Q2
Atmosphere,Q3
Cardiology in Review,Q3
Current Oncology,Q3
"SYMBIOSIS
NEUROBIOLOGY OF LEARNING AND",Q3
MEMORY,Q3
IEEE Transactions on Haptics,Q2
Semantic Web,Q2
BMC Pregnancy and Childbirth,Q2
Science and Technology Studies,Q1
IEEE SECURITY & PRIVACY,Q2
CEREBROVASCULAR DISEASES,Q3
PAEDIATRIC AND PERINATAL,Q2
EPIDEMIOLOGY,Q3
JOURNAL OF ORTHOPAEDIC RESEARCH,Q2
Developmental Neurobiology,Q2
CANADIAN JOURNAL OF FISHERIES AND,Q1
AQUATIC SCIENCES,Q2
Korean Circulation Journal,Q3
"DEEP-SEA RESEARCH PART I-
OCEANOGRAPHIC RESEARCH PAPERS",Q2
Chinese Geographical Science,Q3
"NEUROPHYSIOLOGIE CLINIQUE-CLINICAL
NEUROPHYSIOLOGY",Q2
ISPRS International Journal of Geo-,Q2
Information,Q3
PSYCHOSOMATICS,Q2
International Wound Journal,Q2
JOURNAL OF SEX & MARITAL THERAPY,Q2
AMERICAN JOURNAL OF THERAPEUTICS,Q3
Collabra-Psychology,Q2
SOILS AND FOUNDATIONS,Q2
"JOURNAL OF MAGNETISM AND
MAGNETIC MATERIALS",Q3
JOURNAL OF CHEMICAL NEUROANATOMY,Q3
HEALTH CARE MANAGEMENT REVIEW,Q2
"CRITICAL REVIEWS IN THERAPEUTIC
DRUG CARRIER SYSTEMS",Q3
Psychological Services,Q3
INTERNATIONAL MICROBIOLOGY,Q3
IEEE Power & Energy Magazine,Q2
Forensic Chemistry,Q3
KIDNEY & BLOOD PRESSURE RESEARCH,Q2
Qualitative Research,Q1
JOURNAL OF FINANCIAL MARKETS,Q2
APPLIED BIOCHEMISTRY AND,Q3
BIOTECHNOLOGY,Q3
HIV MEDICINE,Q3
CONSERVATION GENETICS,Q2
HOLOCENE,Q2
"COGNITIVE THERAPY AND RESEARCH
Microfluidics and Nanofluidics",Q3
JOURNAL OF ENDOVASCULAR THERAPY,Q2
EDUCATIONAL AND PSYCHOLOGICAL,Q1
MEASUREMENT,Q2
PHYCOLOGIA,Q1
BEHAVIORAL ECOLOGY,Q1
"PLASMID
MULTIVARIATE BEHAVIORAL RESEARCH",Q3
"ASCE-ASME Journal of Risk and
Uncertainty in Engineering Systems Part A-Civil Engineering",Q2
"NEFROLOGIA
Integrated Environmental Assessment and Management",Q2
Informatics for Health & Social Care,Q2
PHYSICA SCRIPTA,Q2
BIRTH-ISSUES IN PERINATAL CARE,Q1
Economic Research-Ekonomska Istrazivanja,Q2
AMERICAN JOURNAL OF HYPERTENSION,Q3
MEDICAL & BIOLOGICAL ENGINEERING &,Q2
COMPUTING,Q3
AMERICAN JOURNAL OF PERINATOLOGY,Q2
Pain Practice,Q3
MEDICINE,Q3
Clinical Breast Cancer,Q3
COMPUTERS & FLUIDS,Q2
Educacion XX1,Q2
ELECTROANALYSIS,Q3
"JOURNAL OF EXPERIMENTAL
PSYCHOLOGY-HUMAN PERCEPTION AND",Q2
PERFORMANCE,Q3
Health and Quality of Life Outcomes,Q2
MOBILE NETWORKS & APPLICATIONS,Q2
INTEGRATIVE CANCER THERAPIES,Q2
"AUDITING-A JOURNAL OF PRACTICE &
THEORY",Q2
E-POLYMERS,Q2
Health Security,Q2
Optical Materials Express,Q2
DISPLAYS,Q2
BIOLOGICAL CYBERNETICS,Q3
Econometrics Journal,Q1
International Journal of Low-Carbon Technologies,Q2
DENDROCHRONOLOGIA,Q2
"Prostate International
JOURNAL OF ENERGY RESOURCES TECHNOLOGY-TRANSACTIONS OF THE
ASME",Q2
Lithosphere,Q1
Journal of Sustainable Metallurgy,Q2
"ACTA HAEMATOLOGICA
Advances in Computers",Q3
INDOOR AND BUILT ENVIRONMENT,Q2
AMERICAN MINERALOGIST,Q2
Transplantation Reviews,Q3
REVISTA CLINICA ESPANOLA,Q2
"EUROPEAN JOURNAL OF CLINICAL
PHARMACOLOGY",Q3
Photonics and Nanostructures-,Q2
Fundamentals and Applications,Q3
"DEVELOPMENT GROWTH &
DIFFERENTIATION",Q2
Competition & Change,Q2
IEEE MICROWAVE MAGAZINE,Q2
JOURNAL OF POLYMER RESEARCH,Q2
PeerJ,Q2
MATHEMATICAL PROGRAMMING,Q1
JOURNAL OF HYDROINFORMATICS,Q2
Education and Training,Q2
JOURNAL OF ADVANCED NURSING,Q1
Accountability in Research-Policies and Quality Assurance,Q2
JOURNAL OF APPLIED POLYMER SCIENCE,Q2
SOIL & SEDIMENT CONTAMINATION,Q3
"SCANDINAVIAN JOURNAL OF
RHEUMATOLOGY",Q3
ASIAN JOURNAL OF ANDROLOGY,Q2
NEUROPSYCHOLOGIA,Q2
Knowledge Management Research &,Q2
Practice,Q3
NEWSLETTERS ON STRATIGRAPHY,Q1
CRITICAL ASIAN STUDIES,Q1
WOMENS HEALTH ISSUES,Q1
YONSEI MEDICAL JOURNAL,Q2
"CONTRACEPTION
JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY",Q2
Journal of Foot and Ankle Research,Q2
Journal of Water Reuse and Desalination,Q2
International Braz J Urol,Q2
"Translational Vision Science &
Technology",Q2
INTERNATIONAL GEOLOGY REVIEW,Q1
AGGRESSIVE BEHAVIOR,Q2
JOURNAL OF POLYMER SCIENCE,Q2
NUCLEAR PHYSICS B,Q2
Arctic Science,Q2
"Journal of Business-to-Business
Marketing",Q3
IMMUNOLOGICAL INVESTIGATIONS,Q4
CONDOR,Q1
Media and Communication,Q2
Seminars in Pediatric Neurology,Q2
Asian Pacific Journal of Tropical Medicine,Q2
SYSTEM DYNAMICS REVIEW,Q2
PUBLIC MONEY & MANAGEMENT,Q2
Current Alzheimer Research,Q3
Journal of Esthetic and Restorative Dentistry,Q2
SIAM JOURNAL ON NUMERICAL ANALYSIS,Q1
ANIMAL BEHAVIOUR,Q1
"International Neurourology Journal Recent Patents on Anti-Cancer Drug
Discovery",Q2
Nuclear Materials and Energy,Q1
ANNALS OF PHYSICS,Q2
CROP PROTECTION,Q1
EXTREMOPHILES,Q3
TOXICON,Q3
IET Renewable Power Generation,Q2
"Journal of Developmental Origins of
Health and Disease",Q3
"ARCHIVES OF DERMATOLOGICAL
RESEARCH",Q2
JOURNAL OF GREAT LAKES RESEARCH,Q1
Estuaries and Coasts,Q1
SECURITY STUDIES,Q1
OPHTHALMIC RESEARCH,Q3
JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY,Q2
JOURNAL OF ADVERTISING RESEARCH,Q2
Diversity-Basel,Q2
BIOMETRIKA,Q1
JOURNAL OF COMPARATIVE NEUROLOGY,Q1
"JOURNAL OF THERMOPLASTIC
COMPOSITE MATERIALS",Q3
"SCANDINAVIAN JOURNAL OF
GASTROENTEROLOGY",Q4
AMERICAN JOURNAL OF EDUCATION,Q2
Journal of Asthma and Allergy,Q3
GEORGETOWN LAW JOURNAL,Q1
Journal of Empirical Finance,Q2
CANADIAN FAMILY PHYSICIAN,Q2
Territory Politics Governance,Q2
NEUROMODULATION,Q3
CLIMACTERIC,Q2
ATTACHMENT & HUMAN DEVELOPMENT,Q2
PHYTOCHEMICAL ANALYSIS,Q2
SOCIETY & NATURAL RESOURCES,Q2
Acta Metallurgica Sinica-English Letters,Q2
"PHYSIOLOGY AND MOLECULAR BIOLOGY
OF PLANTS",Q2
"Journal of Plastic Reconstructive and
Aesthetic Surgery",Q2
"International Journal of Mining
Reclamation and Environment",Q2
INTERNATIONAL JOURNAL FOR,Q2
NUMERICAL METHODS IN ENGINEERING,Q2
"INTERNATIONAL JOURNAL OF
BEHAVIORAL DEVELOPMENT",Q2
Parasite,Q2
Weather Climate and Society,Q3
CHILD AND ADOLESCENT PSYCHIATRIC CLINICS OF NORTH AMERICA,Q3
Toxicological Research,Q3
Multinational Business Review,Q4
NEUROGENETICS,Q3
AFRICAN AFFAIRS,Q1
JOURNAL OF WOMENS HEALTH,Q1
Applied Physiology Nutrition and,Q2
Metabolism,Q3
MEDITERRANEAN MARINE SCIENCE,Q2
OBSTETRICAL & GYNECOLOGICAL SURVEY,Q3
Future Virology,Q3
PROSTAGLANDINS LEUKOTRIENES AND,Q3
ESSENTIAL FATTY ACIDS,Q4
AMERICAN JOURNAL OF PRIMATOLOGY,Q1
ATOMIC SPECTROSCOPY,Q2
FISH PHYSIOLOGY AND BIOCHEMISTRY,Q2
SKIN PHARMACOLOGY AND PHYSIOLOGY,Q2
INTERNATIONAL JOURNAL OF URBAN,Q2
SCIENCES,Q3
ANNALEN DER PHYSIK,Q2
International Journal of Stem Cells,Q4
INHALATION TOXICOLOGY,Q3
GRANULAR MATTER,Q2
JOURNAL OF MARINE SYSTEMS,Q2
Advances in Rheumatology,Q3
GLYCOCONJUGATE JOURNAL,Q3
Contrast Media & Molecular Imaging,Q3
"Eating and Weight Disorders-Studies on
Anorexia Bulimia and Obesity",Q3
PLANTA MEDICA,Q2
JOURNAL OF WATER SUPPLY RESEARCH AND TECHNOLOGY-AQUA,Q2
"ADDICTION RESEARCH & THEORY
QUALITY AND RELIABILITY ENGINEERING",Q2
INTERNATIONAL,Q3
"MATHEMATICAL METHODS IN THE
APPLIED SCIENCES",Q1
BMJ Open,Q2
"Journal of Food Measurement and
Characterization",Q3
PEDIATRIC RADIOLOGY,Q2
Journal of Thoracic Disease,Q3
OENO One,Q3
Heritage,Q2
ACTA CYTOLOGICA,Q3
IEEE SOFTWARE,Q2
Inland Waters,Q2
Kidney Diseases,Q2
Implant Dentistry,Q2
Rivista di Psichiatria,Q3
East European Politics,Q1
JOURNAL OF PLANT RESEARCH,Q2
JOURNAL OF EDUCATION POLICY,Q2
European Management Review,Q3
Asian Economic Policy Review,Q2
European Urology Open Science,Q2
JOURNAL OF ADOLESCENT RESEARCH,Q2
JOURNAL OF ECONOMIC PSYCHOLOGY,Q2
Journal of Physical Activity & Health,Q2
"APPLIED PSYCHOPHYSIOLOGY AND
BIOFEEDBACK",Q3
"RESEARCH IN DEVELOPMENTAL
DISABILITIES",Q1
Bioscience of Microbiota Food and Health,Q3
Policing-A Journal of Policy and Practice Advances In Atomic Molecular and Optical Physics,Q1
"WORLD WIDE WEB-INTERNET AND WEB
INFORMATION SYSTEMS",Q2
Tomography,Q3
"STRUCTURAL ENGINEERING AND
MECHANICS",Q2
"COMPUTATIONAL & APPLIED
MATHEMATICS",Q1
INFRARED PHYSICS & TECHNOLOGY,Q2
"INTERNATIONAL JOURNAL OF SPORTS
MEDICINE",Q2
JOURNAL OF EARTHQUAKE ENGINEERING,Q2
LEUKEMIA & LYMPHOMA,Q3
VOX SANGUINIS,Q3
"MACROMOLECULAR CHEMISTRY AND
PHYSICS",Q2
"KAOHSIUNG JOURNAL OF MEDICAL
SCIENCES",Q3
Global Health Action,Q2
"JOURNAL OF CLINICAL PSYCHOLOGY
NEURORADIOLOGY",Q3
Journal of Bionic Engineering,Q2
"JOURNAL OF HUMAN NUTRITION AND
DIETETICS",Q3
SIAM JOURNAL ON APPLIED DYNAMICAL,Q1
SYSTEMS,Q1
ULTRAMICROSCOPY,Q1
APPLIED NUMERICAL MATHEMATICS,Q1
Academic Pediatrics,Q2
Atmospheric Science Letters,Q3
EPILEPSY RESEARCH,Q3
Jornal de Pediatria,Q2
AMERICAN JOURNAL OF INTERNATIONAL LAW,Q1
Neuropsychiatric Disease and Treatment,Q3
CELL BIOCHEMISTRY AND BIOPHYSICS,Q3
JOURNAL OF DEVELOPMENTAL AND,Q2
BEHAVIORAL PEDIATRICS,Q2
PHYSICA B-CONDENSED MATTER,Q3
IAWA JOURNAL,Q2
JOURNAL OF NEUROSCIENCE METHODS,Q3
"INTERNATIONAL JOURNAL OF ORAL AND
MAXILLOFACIAL SURGERY",Q2
JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH,Q3
Bioinspiration & Biomimetics,Q2
"JOURNAL OF BROADCASTING &
ELECTRONIC MEDIA",Q2
WATER AIR AND SOIL POLLUTION,Q3
International Journal of Implant Dentistry APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,Q2
Journal of Hydrodynamics,Q2
MACHINE VISION AND APPLICATIONS,Q2
Indian Journal of Psychiatry,Q3
"DIAGNOSTIC MICROBIOLOGY AND
INFECTIOUS DISEASE",Q3
MOLECULAR GENETICS AND GENOMICS,Q3
"AMERICAN JOURNAL OF HEALTH-SYSTEM
PHARMACY",Q3
IEEE TRANSACTIONS ON INFORMATION THEORY,Q2
RACE & CLASS,Q1
JOURNAL OF HEALTH POLITICS POLICY,Q2
AND LAW,Q3
"CURRENT ISSUES IN MOLECULAR
BIOLOGY",Q3
"ANNALS OF ANATOMY-ANATOMISCHER
ANZEIGER",Q1
FOREIGN LANGUAGE ANNALS,Q1
"JOURNAL OF BONE AND MINERAL
METABOLISM",Q3
RESTORATIVE NEUROLOGY AND NEUROSCIENCE,Q3
CARBOHYDRATE RESEARCH,Q2
POLYHEDRON,Q2
Journal of Cardiology,Q3
"APPLIED AND COMPUTATIONAL
HARMONIC ANALYSIS",Q1
JOURNAL OF NEUROPHYSIOLOGY,Q2
Advances in Calculus of Variations,Q1
TUBERCULOSIS,Q3
International Journal of Polymer Science,Q3
Clinica y Salud,Q3
HUMAN PERFORMANCE,Q3
PHYSICAL REVIEW A,Q2
MEDICAL CARE RESEARCH AND REVIEW,Q2
LARYNGOSCOPE,Q2
INDIAN JOURNAL OF OPHTHALMOLOGY,Q3
Ecological Complexity,Q2
SYNTHESIS-STUTTGART,Q2
"SIAM JOURNAL ON SCIENTIFIC
COMPUTING",Q1
EDUCATIONAL RESEARCH,Q2
"JOURNAL OF COMMUNITY & APPLIED
SOCIAL PSYCHOLOGY",Q3
IEEE TRANSACTIONS ON,Q2
"NANOTECHNOLOGY
JOURNAL OF HEALTH POPULATION AND NUTRITION",Q3
Journal of Refugee Studies,Q2
BEHAVIOR GENETICS,Q2
INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS,Q2
ADSORPTION-JOURNAL OF THE INTERNATIONAL ADSORPTION SOCIETY,Q3
RESEARCH IN ENGINEERING DESIGN,Q2
CATALYSIS SURVEYS FROM ASIA,Q3
BIOMEDICAL RESEARCH-TOKYO,Q3
Frontiers in Energy,Q3
"Chinese Journal of Mechanical
Engineering",Q2
AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,Q1
Pharmacology Research & Perspectives,Q3
"JOURNAL OF CLINICAL DENSITOMETRY
CLINICAL AND EXPERIMENTAL",Q3
PHARMACOLOGY AND PHYSIOLOGY,Q3
MICROBIOLOGY AND IMMUNOLOGY,Q3
Yale Journal on Regulation,Q1
"SOLAR PHYSICS
IONICS",Q2
PHYSICAL BIOLOGY,Q3
MYCOLOGIA,Q3
"Systems Biology in Reproductive
Medicine",Q2
SOCIOLOGY OF HEALTH & ILLNESS,Q2
"AUTOIMMUNITY
International Journal of Structural Stability and Dynamics",Q4
ORYX,Q2
JOURNAL OF ENVIRONMENTAL,Q2
EDUCATION,Q3
"ECOHYDROLOGY & HYDROBIOLOGY AMERICAN JOURNAL OF HEALTH
PROMOTION",Q2
JOURNAL OF MEDICAL ECONOMICS,Q2
MICROBIOLOGY-SGM,Q3
Forum of Mathematics Pi,Q1
ACTA ASTRONAUTICA,Q1
MUTAGENESIS,Q3
Zoonoses and Public Health,Q1
"UROLOGIC ONCOLOGY-SEMINARS AND
ORIGINAL INVESTIGATIONS",Q3
PROBABILISTIC ENGINEERING,Q1
MECHANICS,Q2
AQUACULTURE INTERNATIONAL,Q2
NETHERLANDS JOURNAL OF GEOSCIENCES-GEOLOGIE EN MIJNBOUW,Q3
Journal of Latinx Psychology,Q2
Innate Immunity,Q3
International Public Management Journal,Q2
International Journal of Managing Projects in Business,Q3
Fuel Cells,Q3
COMPUTATIONAL GEOSCIENCES,Q3
Medicina-Lithuania,Q3
"AMERICAN JOURNAL OF HUMAN
BIOLOGY",Q1
JOURNAL OF PALLIATIVE MEDICINE,Q3
NUCLEAR MEDICINE AND BIOLOGY,Q3
"EUROPEAN JOURNAL OF INTERNATIONAL
RELATIONS",Q1
Thoracic Surgery Clinics,Q2
VADOSE ZONE JOURNAL,Q3
School Psychology,Q2
"Journal of Contemporary Accounting &
Economics",Q2
Chinese Physics C,Q2
"BEHAVIORAL ECOLOGY AND
SOCIOBIOLOGY",Q1
JOURNAL OF PHYSICAL CHEMISTRY A,Q2
CHILD CARE HEALTH AND DEVELOPMENT,Q2
Review of Economics of the Household,Q2
"PHYSICS-USPEKHI
Journal of Space Weather and Space",Q2
Climate,Q3
JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY,Q3
JOURNAL OF MOLECULAR GRAPHICS &,Q2
MODELLING,Q3
MARINE BIOLOGY,Q2
